session_id,customer_id,session_date,product_viewed,browsing_time_sec,purchase_made,purchase_amount
SESS014496,CUST02188,2022-03-02,Camera,420,0,0.0
SESS014497,CUST02352,2021-12-20,Shoes,96,0,0.0
SESS014498,CUST01484,2022-01-02,Laptop,153,0,0.0
SESS014499,CUST03893,2022-07-23,,841,0,0.0
SESS014500,CUST01738,2021-03-26,Camera,377,0,0.0
SESS014501,CUST04221,2021-06-06,Shoes,655,0,0.0
SESS014502,CUST01909,2021-12-03,Laptop,1059,0,0.0
SESS014503,CUST01371,2021-07-10,Headphones,4,1,1604.79
SESS014504,CUST01978,2023-07-21,Laptop,213,0,0.0
SESS014505,CUST03396,2023-07-25,Bag,17,1,1089.01
SESS014506,CUST02455,2022-05-14,Book,349,0,0.0
SESS014507,CUST04260,2021-01-21,Phone,18,1,1563.03
SESS014508,CUST04958,2022-09-02,Camera,38,1,541.09
SESS014509,CUST02288,2022-11-24,,299,0,0.0
SESS014510,CUST01237,2022-10-18,Shoes,15,0,0.0
SESS014511,CUST03175,2022-11-17,Camera,584,1,573.94
SESS014512,CUST01207,2022-05-07,Phone,25,0,0.0
SESS014513,CUST00505,2021-05-17,Book,361,0,0.0
SESS014514,CUST03768,2021-08-24,Headphones,867,0,0.0
SESS014515,CUST04621,2021-01-03,Laptop,556,1,82.53
SESS014516,CUST01404,2021-01-23,Phone,242,0,0.0
SESS014517,CUST01768,2021-05-21,Shoes,614,0,0.0
SESS014518,CUST03734,2021-02-07,Laptop,880,0,0.0
SESS014519,CUST00701,2021-06-11,Camera,133,0,0.0
SESS014520,CUST03205,2021-08-10,Phone,649,0,0.0
SESS014521,CUST04146,2023-01-13,Camera,215,1,457.16
SESS014522,CUST03006,2022-02-14,Shoes,984,0,0.0
SESS014523,CUST04791,2023-07-17,Laptop,423,0,0.0
SESS014524,CUST04122,2021-01-20,Shoes,146,0,0.0
SESS014525,CUST04083,2022-07-12,Bag,347,1,1595.59
SESS014526,CUST00011,2021-04-12,Shoes,152,0,0.0
SESS014527,CUST04904,2023-04-03,Phone,482,0,0.0
SESS014528,CUST02059,2023-06-24,Book,1287,0,0.0
SESS014529,CUST03678,2022-05-02,Camera,261,0,0.0
SESS014530,CUST02820,2021-11-03,Laptop,0,0,0.0
SESS014531,CUST00973,2021-02-26,Shoes,149,0,0.0
SESS014532,CUST03793,2023-04-28,Phone,186,0,0.0
SESS014533,CUST02455,2023-07-30,Headphones,626,0,0.0
SESS014534,CUST00842,2022-11-09,Bag,431,0,0.0
SESS014535,CUST04455,2023-04-16,Laptop,37,0,0.0
SESS014536,CUST00285,2021-05-20,Bag,90,0,0.0
SESS014537,CUST02436,2022-04-19,Headphones,97,0,0.0
SESS014538,CUST02832,2021-04-27,Book,155,1,1885.74
SESS014539,CUST04521,2021-05-18,Book,343,0,0.0
SESS014540,CUST01030,2023-09-03,Camera,429,0,0.0
SESS014541,CUST04452,2021-11-17,Phone,171,1,1640.15
SESS014542,CUST02967,2021-09-25,Headphones,929,0,0.0
SESS014543,CUST00554,2022-03-12,Bag,269,1,992.67
SESS014544,CUST00268,2023-02-05,Book,168,0,0.0
SESS014545,CUST01241,2021-02-20,Laptop,58,0,0.0
SESS014546,CUST04160,2023-09-09,Shoes,662,1,1249.63
SESS014547,CUST02490,2021-11-16,Phone,520,1,301.11
SESS014548,CUST02589,2022-11-28,Headphones,29,0,0.0
SESS014549,CUST00470,2022-08-28,Shoes,217,1,80.92
SESS014550,CUST03288,2022-06-15,Shoes,344,0,0.0
SESS014551,CUST03937,2022-11-01,Shoes,739,0,0.0
SESS014552,CUST02020,2023-01-02,Book,32,0,0.0
SESS014553,CUST02024,2022-12-26,Shoes,1090,0,0.0
SESS014554,CUST01590,2021-12-04,Shoes,432,0,0.0
SESS014555,CUST04974,2023-01-15,Book,186,1,978.2
SESS014556,CUST02061,2021-01-24,Laptop,162,1,204.77
SESS014557,CUST04318,2021-10-09,Phone,79,0,0.0
SESS014558,CUST01420,2021-02-05,Headphones,81,1,426.6
SESS014559,CUST00881,2023-05-25,Laptop,203,1,769.34
SESS014560,CUST00839,2023-04-04,Bag,293,0,0.0
SESS014561,CUST00752,2022-12-21,Shoes,74,0,0.0
SESS014562,CUST00270,2023-04-06,Headphones,161,0,0.0
SESS014563,CUST03370,2022-05-15,Shoes,127,0,0.0
SESS014564,CUST04828,2022-06-28,Phone,447,0,0.0
SESS014565,CUST04712,2021-09-15,Laptop,258,0,0.0
SESS014566,CUST03504,2023-08-27,Phone,27,0,0.0
SESS014567,CUST03961,2021-12-04,Camera,260,0,0.0
SESS014568,CUST02076,2021-06-26,Phone,1255,0,0.0
SESS014569,CUST01313,2022-05-12,Shoes,54,0,0.0
SESS014570,CUST02285,2022-03-06,Camera,141,0,0.0
SESS014571,CUST00384,2022-05-08,Phone,75,0,0.0
SESS014572,CUST04181,2022-08-18,Phone,18,0,0.0
SESS014573,CUST04342,2023-06-09,Shoes,79,0,0.0
SESS014574,CUST02809,2023-04-03,Laptop,343,0,0.0
SESS014575,CUST00804,2023-01-12,Laptop,96,1,229.66
SESS014576,CUST04336,2021-09-25,Phone,383,0,0.0
SESS014577,CUST01097,2022-12-18,Laptop,177,0,0.0
SESS014578,CUST03743,2022-03-23,Shoes,69,0,0.0
SESS014579,CUST04484,2022-11-06,Laptop,470,0,0.0
SESS014580,CUST03720,2021-08-28,Bag,264,0,0.0
SESS014581,CUST04772,2021-04-27,Shoes,183,0,0.0
SESS014582,CUST02697,2022-08-09,Bag,153,0,0.0
SESS014583,CUST04267,2022-02-10,Camera,45,0,0.0
SESS014584,CUST00809,2021-09-23,Phone,15,0,0.0
SESS014585,CUST02152,2021-11-02,Phone,562,1,646.11
SESS014586,CUST03294,2022-02-23,Bag,128,0,0.0
SESS014587,CUST01306,2022-10-18,Phone,204,1,54.95
SESS014588,CUST03460,2023-03-15,Laptop,257,0,0.0
SESS014589,CUST02420,2022-07-27,Laptop,69,0,0.0
SESS014590,CUST04225,2022-08-10,Laptop,105,0,0.0
SESS014591,CUST01197,2021-01-17,Phone,206,0,0.0
SESS014592,CUST04568,2023-05-07,Headphones,81,0,0.0
SESS014593,CUST03525,2023-06-16,Phone,502,0,0.0
SESS014594,CUST01526,2021-01-12,Phone,236,0,0.0
SESS014595,CUST01600,2022-05-30,Book,134,1,728.98
SESS014596,CUST01045,2023-06-02,Shoes,136,0,0.0
SESS014597,CUST02154,2022-08-08,Laptop,221,1,137.57
SESS014598,CUST01868,2021-03-24,Phone,204,0,0.0
SESS014599,CUST01376,2022-10-21,Phone,118,0,0.0
SESS014600,CUST00612,2022-01-18,Phone,115,1,273.61
SESS014601,CUST03317,2022-09-18,Camera,132,0,0.0
SESS014602,CUST01599,2021-03-25,Shoes,159,0,0.0
SESS014603,CUST04950,2022-08-10,Shoes,166,1,846.15
SESS014604,CUST01978,2023-09-11,Camera,78,1,945.12
SESS014605,CUST04398,2023-03-01,Shoes,349,0,0.0
SESS014606,CUST00639,2022-05-28,Laptop,703,0,0.0
SESS014607,CUST04167,2022-07-19,Shoes,196,0,0.0
SESS014608,CUST01923,2022-05-24,Headphones,429,0,0.0
SESS014609,CUST00646,2021-06-21,Bag,166,1,221.1
SESS014610,CUST04270,2022-05-06,Book,134,0,0.0
SESS014611,CUST01999,2021-09-23,Camera,122,0,0.0
SESS014612,CUST00090,2022-04-04,Laptop,410,1,1201.25
SESS014613,CUST03279,2021-01-08,Phone,125,1,1086.44
SESS014614,CUST02367,2021-05-25,Book,40,0,0.0
SESS014615,CUST00824,2022-12-11,Book,234,1,850.46
SESS014616,CUST00551,2023-02-02,Laptop,1432,1,337.64
SESS014617,CUST00060,2021-05-15,Bag,309,0,0.0
SESS014618,CUST04223,2022-09-29,Phone,468,1,1112.16
SESS014619,CUST04179,2023-04-11,Shoes,296,1,181.44
SESS014620,CUST01244,2023-05-13,Phone,297,0,0.0
SESS014621,CUST03480,2022-02-25,Headphones,388,1,13.8
SESS014622,CUST00946,2021-03-09,Phone,89,0,0.0
SESS014623,CUST01641,2022-07-30,Bag,242,0,0.0
SESS014624,CUST01953,2021-09-11,Laptop,335,0,0.0
SESS014625,CUST02634,2023-02-14,Camera,784,1,1640.91
SESS014626,CUST03502,2022-02-04,Phone,17,0,0.0
SESS014627,CUST00890,2023-09-12,Shoes,208,1,574.43
SESS014628,CUST00574,2021-12-22,Shoes,51,0,0.0
SESS014629,CUST00513,2023-01-09,Bag,34,0,0.0
SESS014630,CUST04161,2023-02-21,Laptop,608,0,0.0
SESS014631,CUST01965,2021-09-07,Phone,21,1,1779.03
SESS014632,CUST04052,2021-06-13,Book,156,0,0.0
SESS014633,CUST02231,2023-06-04,Shoes,36,0,0.0
SESS014634,CUST02284,2023-04-21,Phone,53,0,0.0
SESS014635,CUST04985,2021-09-24,Camera,338,0,0.0
SESS014636,CUST00612,2022-01-19,Bag,208,0,0.0
SESS014637,CUST00438,2022-01-20,Shoes,166,0,0.0
SESS014638,CUST01460,2021-09-22,Camera,354,1,443.19
SESS014639,CUST00524,2022-06-21,Headphones,62,0,0.0
SESS014640,CUST03578,2022-09-08,Headphones,121,1,14.53
SESS014641,CUST04896,2023-02-22,Phone,1220,0,0.0
SESS014642,CUST03399,2023-02-04,Bag,25,1,1392.19
SESS014643,CUST02262,2022-07-24,Shoes,500,0,0.0
SESS014644,CUST01024,2021-01-24,Shoes,630,0,0.0
SESS014645,,2022-08-07,Laptop,686,0,0.0
SESS014646,CUST00322,2022-01-07,Phone,92,0,0.0
SESS014647,CUST03127,2022-08-28,Camera,667,1,382.33
SESS014648,CUST02832,2023-08-25,Book,108,1,699.98
SESS014649,CUST04276,2021-05-07,Bag,103,0,0.0
SESS014650,CUST02428,2021-06-23,Shoes,394,0,0.0
SESS014651,CUST02981,2021-01-18,Laptop,298,0,0.0
SESS014652,,2022-03-27,Bag,168,1,1370.8
SESS014653,CUST00450,2021-03-04,Phone,206,0,0.0
SESS014654,CUST01285,2022-09-15,Bag,202,0,0.0
SESS014655,CUST03519,2021-06-01,Camera,142,0,0.0
SESS014656,CUST01661,2023-05-02,Book,198,0,0.0
SESS014657,CUST00904,2022-11-02,Camera,112,1,1330.99
SESS014658,CUST01178,2022-04-19,Book,76,0,0.0
SESS014659,CUST00330,2022-05-22,Laptop,530,0,0.0
SESS014660,CUST00637,2023-07-23,Laptop,769,0,0.0
SESS014661,CUST01890,2023-01-21,Headphones,317,0,0.0
SESS014662,CUST01868,2023-01-20,Headphones,606,1,1068.18
SESS014663,CUST02516,2023-03-22,Shoes,107,0,0.0
SESS014664,CUST00413,2021-01-08,Laptop,42,0,0.0
SESS014665,CUST03834,2021-08-12,Headphones,92,1,634.79
SESS014666,CUST02416,2021-07-19,Laptop,79,1,1302.98
SESS014667,CUST02587,2021-05-13,Bag,87,0,0.0
SESS014668,CUST01565,2023-04-28,Laptop,44,0,0.0
SESS014669,CUST04611,2022-06-23,Phone,312,0,0.0
SESS014670,CUST00481,2022-01-17,Bag,613,1,1921.98
SESS014671,CUST02276,2021-07-10,Bag,360,1,160.56
SESS014672,CUST03841,2021-08-19,Headphones,254,1,748.75
SESS014673,CUST03312,2022-12-06,Laptop,56,0,0.0
SESS014674,CUST02883,2022-07-29,Shoes,178,1,449.86
SESS014675,CUST03744,2023-06-20,Laptop,143,0,0.0
SESS014676,CUST02520,2021-11-19,Camera,67,0,0.0
SESS014677,CUST04614,2021-02-21,Book,80,1,958.78
SESS014678,CUST04401,2021-12-03,Bag,184,0,0.0
SESS014679,CUST00655,2023-09-20,Shoes,302,0,0.0
SESS014680,CUST01978,2022-08-18,Phone,32,0,0.0
SESS014681,CUST00181,2023-06-19,Book,135,0,0.0
SESS014682,CUST04126,2021-11-29,Shoes,222,0,0.0
SESS014683,CUST03020,2022-03-11,Laptop,236,0,0.0
SESS014684,CUST00765,2023-01-24,Bag,102,1,1866.25
SESS014685,CUST04136,2022-11-14,Book,295,1,363.2
SESS014686,CUST02367,2022-11-26,Bag,107,1,1648.54
SESS014687,CUST03299,2022-04-19,Laptop,5,1,1788.33
SESS014688,CUST02780,2023-03-20,Bag,426,0,0.0
SESS014689,CUST04988,2022-11-02,Headphones,164,1,116.77
SESS014690,CUST02372,2022-05-22,Headphones,1143,0,0.0
SESS014691,CUST03391,2023-03-14,Shoes,44,0,0.0
SESS014692,CUST01783,2022-12-21,Book,157,0,0.0
SESS014693,CUST04781,2023-04-05,Laptop,261,0,0.0
SESS014694,CUST01065,2022-02-12,Phone,222,0,0.0
SESS014695,CUST02457,2023-04-01,Phone,86,0,0.0
SESS014696,CUST01347,2023-03-09,Phone,755,0,0.0
SESS014697,CUST02228,2022-01-14,Bag,217,0,0.0
SESS014698,CUST01183,2023-02-03,Shoes,559,1,173.79
SESS014699,CUST04133,2022-12-22,Shoes,413,0,0.0
SESS014700,CUST02454,2021-07-24,Bag,157,0,0.0
SESS014701,CUST00539,2021-12-24,Shoes,334,0,0.0
SESS014702,CUST02424,2021-09-06,Camera,37,0,0.0
SESS014703,CUST02304,2023-06-22,Laptop,929,0,0.0
SESS014704,CUST00249,2023-06-24,Phone,289,0,0.0
SESS014705,CUST04789,2021-05-29,,36,0,0.0
SESS014706,CUST01041,2022-11-01,Camera,525,0,0.0
SESS014707,CUST01392,2022-04-30,Book,476,1,1728.4
SESS014708,CUST02173,2022-09-05,Phone,152,0,0.0
SESS014709,CUST01336,2023-03-01,Book,46,1,967.74
SESS014710,CUST02260,2023-08-01,Laptop,143,0,0.0
SESS014711,CUST00500,2021-11-14,Laptop,283,1,1705.74
SESS014712,CUST00811,2022-05-26,Laptop,602,0,0.0
SESS014713,CUST04985,2021-10-14,Bag,89,1,1838.91
SESS014714,CUST03714,2022-01-23,Headphones,148,0,0.0
SESS014715,CUST03705,2023-02-17,Phone,934,0,0.0
SESS014716,CUST01211,2023-03-09,Headphones,472,0,0.0
SESS014717,CUST03746,2023-01-04,Shoes,221,0,0.0
SESS014718,CUST01987,2023-06-22,Camera,156,1,1024.02
SESS014719,CUST01492,2021-05-23,Phone,339,0,0.0
SESS014720,CUST04271,2022-02-07,Headphones,535,0,0.0
SESS014721,,2022-08-09,Laptop,37,0,0.0
SESS014722,CUST04920,2021-06-16,Laptop,790,0,0.0
SESS014723,CUST02935,2023-05-09,Bag,61,0,0.0
SESS014724,CUST04365,2023-02-10,Phone,372,0,0.0
SESS014725,CUST01818,2022-09-03,Camera,44,1,539.14
SESS014726,CUST04320,2022-07-18,Laptop,34,0,0.0
SESS014727,CUST01276,2022-01-15,Camera,59,1,1152.25
SESS014728,CUST03023,2021-07-29,Laptop,10,1,706.97
SESS014729,CUST02878,2023-05-06,Bag,798,0,0.0
SESS014730,CUST04015,2023-02-20,Book,37,1,948.69
SESS014731,CUST04088,2021-02-13,Shoes,469,0,0.0
SESS014732,CUST01148,2022-04-10,Headphones,399,0,0.0
SESS014733,CUST00238,2023-02-01,Phone,339,0,0.0
SESS014734,CUST02123,2022-06-13,Shoes,800,0,0.0
SESS014735,CUST04596,2021-11-27,Phone,1109,1,462.92
SESS014736,CUST01546,2022-10-19,Phone,18,0,0.0
SESS014737,CUST03984,2021-11-04,Book,675,1,573.71
SESS014738,CUST04364,2022-11-20,Headphones,1,0,0.0
SESS014739,CUST00987,2023-05-01,Book,358,0,0.0
SESS014740,CUST01624,2021-03-12,Shoes,159,0,0.0
SESS014741,CUST03122,2023-07-04,Laptop,12,1,1926.19
SESS014742,CUST03727,2023-06-11,Camera,205,0,0.0
SESS014743,CUST03902,2021-10-17,Camera,148,1,1025.73
SESS014744,CUST00723,2021-08-09,Book,103,0,0.0
SESS014745,CUST01096,2022-11-01,Bag,78,0,0.0
SESS014746,CUST03828,2022-09-10,Shoes,402,1,782.72
SESS014747,CUST04286,2022-05-26,Book,83,0,0.0
SESS014748,CUST00996,2022-06-25,Shoes,130,0,0.0
SESS014749,CUST04662,2022-05-01,Bag,443,0,0.0
SESS014750,CUST00993,2021-06-25,Shoes,228,0,0.0
SESS014751,CUST02784,2022-01-27,Laptop,591,1,1044.39
SESS014752,CUST00156,2022-08-03,Book,486,0,0.0
SESS014753,CUST01896,2021-04-02,Headphones,20,1,211.56
SESS014754,CUST01777,2021-11-04,Shoes,279,1,374.79
SESS014755,CUST04769,2022-08-10,Phone,65,1,1285.94
SESS014756,CUST02117,2021-12-04,Phone,51,1,505.48
SESS014757,CUST02421,2022-08-20,Headphones,187,0,0.0
SESS014758,CUST00055,2023-05-29,Camera,415,1,1283.44
SESS014759,CUST00085,2021-02-27,Shoes,682,0,0.0
SESS014760,CUST02889,2021-03-02,Shoes,537,0,0.0
SESS014761,CUST04688,2022-02-28,Headphones,1207,0,0.0
SESS014762,CUST02780,2022-08-31,Book,41,1,614.32
SESS014763,CUST02670,2021-09-30,Book,124,1,1559.11
SESS014764,CUST03837,2021-08-14,Headphones,54,0,0.0
SESS014765,CUST01009,2021-12-03,Phone,157,0,0.0
SESS014766,CUST02365,2022-06-11,Phone,289,0,0.0
SESS014767,CUST03687,2022-12-25,Laptop,847,0,0.0
SESS014768,CUST04348,2021-12-25,Camera,5,1,217.05
SESS014769,CUST02200,2023-06-26,Shoes,639,1,1534.29
SESS014770,CUST01360,2021-12-05,Phone,591,0,0.0
SESS014771,CUST00910,2023-05-14,Laptop,229,0,0.0
SESS014772,CUST03440,2023-09-11,Laptop,109,1,290.64
SESS014773,CUST02914,2023-04-18,Phone,101,0,0.0
SESS014774,CUST04696,2021-12-04,Book,573,0,0.0
SESS014775,CUST01007,2022-05-04,Camera,165,0,0.0
SESS014776,CUST03053,2022-01-12,Shoes,338,0,0.0
SESS014777,CUST01144,2022-11-19,Phone,1210,0,0.0
SESS014778,CUST04399,2021-09-26,Phone,344,0,0.0
SESS014779,CUST03221,2022-09-23,Phone,119,0,0.0
SESS014780,CUST01225,2021-06-03,Unknown,623,0,0.0
SESS014781,CUST03879,2021-01-08,Camera,687,0,0.0
SESS014782,CUST04496,2021-10-09,Shoes,431,0,0.0
SESS014783,CUST00068,2023-05-31,Laptop,937,0,0.0
SESS014784,CUST04250,2022-02-02,Camera,509,1,396.46
SESS014785,CUST01015,2021-09-03,Camera,79,0,0.0
SESS014786,CUST00182,2023-07-26,Book,636,0,0.0
SESS014787,CUST04621,2021-05-14,Book,99,0,0.0
SESS014788,CUST04116,2022-10-18,Book,978,1,1242.76
SESS014789,CUST04947,2021-08-15,Laptop,256,1,724.64
SESS014790,CUST02946,2021-02-03,Phone,437,1,1576.2
SESS014791,CUST02058,2021-10-23,Book,564,0,0.0
SESS014792,CUST02748,2022-04-20,Book,884,1,1793.86
SESS014793,CUST01881,2023-09-23,Phone,5,0,0.0
SESS014794,CUST03603,2021-05-20,Bag,67,0,0.0
SESS014795,CUST00655,2022-01-20,Laptop,63,1,1397.44
SESS014796,CUST03687,2021-10-12,Book,50,0,0.0
SESS014797,CUST02289,2021-07-28,Phone,743,0,0.0
SESS014798,CUST02200,2021-03-23,Phone,157,0,0.0
SESS014799,CUST02832,2022-03-09,Book,98,0,0.0
SESS014800,CUST03409,2023-01-30,Phone,7,0,0.0
SESS014801,CUST02236,2022-02-04,Shoes,182,0,0.0
SESS014802,CUST02512,2021-12-21,Laptop,300,0,0.0
SESS014803,CUST00722,2022-10-11,Shoes,321,0,0.0
SESS014804,CUST03249,2023-08-13,Camera,165,0,0.0
SESS014805,CUST01201,2021-12-30,Headphones,610,0,0.0
SESS014806,CUST04977,2021-10-22,,350,1,1495.83
SESS014807,CUST02463,2022-02-26,Shoes,10,1,183.5
SESS014808,CUST04674,2021-01-06,Book,168,0,0.0
SESS014809,CUST00310,2023-05-08,Camera,403,0,0.0
SESS014810,CUST01026,2022-08-16,Laptop,1231,1,1537.42
SESS014811,CUST04413,2023-05-06,Camera,13,0,0.0
SESS014812,CUST01533,2022-08-09,Book,69,0,0.0
SESS014813,CUST03644,2022-04-25,Bag,23,0,0.0
SESS014814,CUST00368,2023-04-07,Shoes,126,0,0.0
SESS014815,CUST04651,2022-05-30,Shoes,720,0,0.0
SESS014816,CUST02653,2023-07-04,Bag,214,0,0.0
SESS014817,CUST01250,2021-08-15,Headphones,799,0,0.0
SESS014818,CUST02984,2022-10-29,Headphones,61,1,609.27
SESS014819,CUST04576,2021-10-08,Phone,618,0,0.0
SESS014820,CUST03029,2022-12-26,Headphones,32,0,0.0
SESS014821,CUST03135,2022-12-07,Laptop,271,1,612.94
SESS014822,CUST04096,2021-12-06,Phone,114,1,926.39
SESS014823,CUST00940,2022-02-11,Phone,567,1,75.6
SESS014824,CUST04110,2023-06-11,Headphones,99,1,1511.78
SESS014825,CUST04238,2022-07-29,Book,560,0,0.0
SESS014826,CUST04024,2022-03-18,Laptop,116,0,0.0
SESS014827,CUST03692,2023-01-07,Camera,33,1,1082.82
SESS014828,CUST00590,2023-03-29,Phone,628,1,1037.12
SESS014829,CUST01783,2022-01-27,Bag,33,1,302.34
SESS014830,,2023-06-07,Phone,298,0,0.0
SESS014831,CUST01208,2022-03-11,Shoes,214,0,0.0
SESS014832,CUST04413,2021-04-11,Shoes,441,0,0.0
SESS014833,CUST04541,2021-09-05,Shoes,353,1,498.08
SESS014834,CUST02344,2021-10-25,Book,325,0,0.0
SESS014835,CUST00847,2023-09-17,Bag,160,0,0.0
SESS014836,CUST02425,2023-04-11,Shoes,320,0,0.0
SESS014837,CUST04681,2022-02-19,Book,144,0,0.0
SESS014838,CUST00799,2021-04-15,Headphones,181,1,819.39
SESS014839,CUST00471,2021-02-28,Laptop,48,0,0.0
SESS014840,CUST03910,2021-07-29,Shoes,55,0,0.0
SESS014841,CUST04828,2021-04-05,Book,1056,0,0.0
SESS014842,CUST02095,2022-08-25,Bag,542,0,0.0
SESS014843,CUST02995,2021-12-10,Headphones,510,0,0.0
SESS014844,CUST03130,2021-02-20,Bag,18,1,564.91
SESS014845,CUST01314,2023-08-11,Camera,127,0,0.0
SESS014846,CUST02879,2023-06-20,Shoes,49,0,0.0
SESS014847,CUST03516,2022-05-16,Bag,177,0,0.0
SESS014848,CUST01048,2022-12-16,Book,381,0,0.0
SESS014849,CUST01088,2022-07-18,Unknown,176,1,766.44
SESS014850,CUST03682,2023-09-11,Shoes,603,0,0.0
SESS014851,CUST00283,2022-12-06,Phone,255,1,1272.54
SESS014852,CUST03649,2021-05-20,Camera,144,0,0.0
SESS014853,CUST01399,2021-04-12,Book,101,0,0.0
SESS014854,CUST02734,2023-07-08,Laptop,219,1,945.67
SESS014855,CUST04068,2021-04-30,Laptop,558,0,0.0
SESS014856,CUST02358,2021-11-04,Phone,640,0,0.0
SESS014857,CUST02936,2023-05-26,Phone,17,1,1877.45
SESS014858,CUST03819,2022-04-18,Bag,125,0,0.0
SESS014859,CUST03239,2022-03-23,Shoes,241,1,1477.84
SESS014860,CUST01773,2021-03-17,Phone,431,0,0.0
SESS014861,CUST04078,2022-10-05,Laptop,67,0,0.0
SESS014862,CUST04103,2021-06-01,Headphones,268,1,1601.35
SESS014863,CUST00788,2022-12-31,Laptop,144,0,0.0
SESS014864,CUST03225,2022-08-14,Phone,113,0,0.0
SESS014865,CUST00043,2023-05-13,Phone,299,0,0.0
SESS014866,CUST04297,2022-05-06,Phone,30,0,0.0
SESS014867,CUST02943,2023-07-27,Bag,58,0,0.0
SESS014868,CUST04644,2022-02-09,Headphones,105,0,0.0
SESS014869,CUST04322,2021-09-09,Shoes,129,0,0.0
SESS014870,CUST03906,2022-12-26,Phone,123,0,0.0
SESS014871,CUST04729,2022-01-10,Shoes,699,0,0.0
SESS014872,CUST03411,2021-12-07,Shoes,238,0,0.0
SESS014873,CUST01359,2021-04-29,Book,331,0,0.0
SESS014874,CUST01205,2021-06-02,Shoes,1107,1,67.36
SESS014875,CUST03605,2022-06-08,Laptop,437,0,0.0
SESS014876,CUST02994,2023-03-27,Camera,135,0,0.0
SESS014877,CUST02242,2022-09-05,Phone,152,1,618.0
SESS014878,CUST00538,2022-12-23,Shoes,148,1,1228.0
SESS014879,CUST04012,2021-03-15,Phone,136,1,1002.11
SESS014880,CUST03869,2022-12-11,Headphones,201,0,0.0
SESS014881,CUST04577,2022-11-28,Phone,29,0,0.0
SESS014882,CUST04526,2023-03-08,Shoes,79,1,344.24
SESS014883,CUST03584,2021-06-06,Shoes,179,0,0.0
SESS014884,CUST01351,2021-08-09,Headphones,355,1,1217.66
SESS014885,CUST00945,2021-06-23,Bag,70,1,224.75
SESS014886,CUST03857,2021-08-26,Laptop,80,0,0.0
SESS014887,CUST01824,2022-06-05,Headphones,145,0,0.0
SESS014888,CUST02626,2023-02-03,Shoes,239,0,0.0
SESS014889,CUST03899,2022-06-28,Phone,447,0,0.0
SESS014890,CUST03488,2022-05-11,Shoes,289,0,0.0
SESS014891,CUST04207,2021-05-21,Shoes,18,0,0.0
SESS014892,CUST04308,2023-05-28,Shoes,31,0,0.0
SESS014893,CUST00851,2021-06-30,Book,97,1,7.95
SESS014894,CUST02926,2023-04-23,Book,156,0,0.0
SESS014895,,2021-04-08,Laptop,236,0,0.0
SESS014896,CUST04762,2021-11-06,Shoes,200,1,1870.4
SESS014897,CUST00350,2022-01-15,Laptop,42,0,0.0
SESS014898,CUST01538,2022-01-07,Laptop,98,0,0.0
SESS014899,CUST02978,2022-02-17,Phone,637,0,0.0
SESS014900,CUST02729,2022-11-22,Camera,274,1,1313.53
SESS014901,CUST04347,2022-04-05,Camera,598,0,0.0
SESS014902,CUST02367,2021-06-26,Headphones,154,0,0.0
SESS014903,CUST02237,2023-05-13,Phone,273,0,0.0
SESS014904,CUST03876,2023-07-26,Phone,13,0,0.0
SESS014905,CUST03095,2022-04-15,Phone,177,0,0.0
SESS014906,CUST03602,2022-12-31,Laptop,639,1,1311.62
SESS014907,CUST04175,2023-02-19,Shoes,65,0,0.0
SESS014908,CUST04642,2023-03-14,Bag,61,0,0.0
SESS014909,CUST00924,2022-01-04,Bag,524,0,0.0
SESS014910,CUST00619,2022-05-01,Headphones,196,0,0.0
SESS014911,CUST04401,2023-02-11,Shoes,29,0,0.0
SESS014912,CUST03263,2022-07-11,Shoes,427,0,0.0
SESS014913,CUST03304,2023-03-28,Camera,188,0,0.0
SESS014914,CUST02602,2023-08-28,Bag,463,0,0.0
SESS014915,CUST01048,2021-09-01,Book,129,0,0.0
SESS014916,CUST01699,2021-05-07,Laptop,732,0,0.0
SESS014917,CUST02231,2022-10-20,Book,427,1,1354.94
SESS014918,CUST01869,2023-03-25,Headphones,194,1,1190.29
SESS014919,CUST02655,2021-04-22,Laptop,1072,0,0.0
SESS014920,CUST00083,2023-09-06,Phone,185,0,0.0
SESS014921,CUST00093,2022-03-18,Phone,580,0,0.0
SESS014922,CUST03157,2021-09-28,Shoes,99,0,0.0
SESS014923,CUST03049,2021-11-10,Shoes,520,0,0.0
SESS014924,CUST01468,2022-10-25,Phone,282,0,0.0
SESS014925,CUST02025,2022-02-11,Shoes,296,0,0.0
SESS014926,CUST04870,2023-05-03,Book,124,0,0.0
SESS014927,CUST03818,2023-07-11,Laptop,206,0,0.0
SESS014928,CUST02699,2021-08-25,Book,117,0,0.0
SESS014929,CUST00792,2021-06-11,Camera,199,0,0.0
SESS014930,CUST00476,2022-01-16,Phone,177,0,0.0
SESS014931,CUST00504,2023-03-20,Shoes,1042,0,0.0
SESS014932,CUST00231,2022-04-06,Headphones,25,0,0.0
SESS014933,CUST01587,2021-11-09,Camera,595,0,0.0
SESS014934,CUST01775,2021-10-08,Book,29,0,0.0
SESS014935,CUST03091,2023-08-08,Headphones,178,0,0.0
SESS014936,CUST02257,2022-07-10,Camera,61,0,0.0
SESS014937,CUST03971,2023-09-20,,346,0,0.0
SESS014938,CUST04227,2023-01-02,Book,290,0,0.0
SESS014939,CUST04839,2021-05-21,Phone,82,0,0.0
