customer_id,age,gender,location,signup_date
CUST00667,22,Male,UK,2020-04-16
CUST00668,52,Male,US,2023-02-08
CUST00669,40,Female,Ghana,2023-07-24
CUST00670,46,Male,US,2023-05-22
CUST00671,60,Female,India,2021-05-20
CUST00672,28,Female,India,2023-02-18
CUST00673,35,Male,Brazil,2023-03-03
CUST00674,64,Female,US,2021-12-20
CUST00675,29,Male,Germany,2023-10-26
CUST00676,26,Female,Germany,2020-09-13
CUST00677,27,Male,US,2022-08-11
CUST00678,61,Male,UK,2023-04-18
CUST00679,34,Male,US,2022-07-21
CUST00680,55,Female,UK,2022-12-07
CUST00681,24,Female,UK,2022-06-15
CUST00682,63,Male,India,2020-01-19
CUST00683,30,Female,Ghana,2022-12-05
CUST00684,57,Female,Brazil,2021-03-26
CUST00685,59,Female,US,2022-06-16
CUST00686,26,Female,,2022-12-15
CUST00687,67,Female,US,2022-01-10
CUST00688,44,Female,Germany,2023-01-20
CUST00689,19,Female,UK,2020-03-22
CUST00690,22,Male,US,2022-01-06
CUST00691,46,Male,Brazil,2020-03-19
CUST00692,54,Male,UK,2020-10-09
CUST00693,55,Female,India,2023-08-27
CUST00694,36,Female,India,2022-09-23
CUST00695,25,Male,Ghana,2020-06-08
CUST00696,65,Female,Ghana,2023-09-01
CUST00697,62,Male,Germany,2023-03-25
CUST00698,18,Male,US,2022-06-06
CUST00699,39,,India,2021-04-12
CUST00700,69,Male,Brazil,2022-05-02
CUST00701,34,Male,US,2021-04-06
CUST00702,24,Female,US,2022-05-03
CUST00703,42,Female,Germany,2020-04-26
CUST00704,62,Male,Ghana,2020-12-29
CUST00705,21,Female,Ghana,2021-04-10
CUST00706,53,Female,US,2020-07-02
CUST00707,23,Male,India,2021-10-21
CUST00708,48,Male,US,2023-04-04
CUST00709,36,Female,Ghana,2020-03-15
CUST00710,61,Male,Germany,2022-04-05
CUST00711,56,Female,UK,2023-07-19
CUST00712,44,Female,Ghana,2021-05-17
CUST00713,27,,,2022-03-05
CUST00714,43,Male,India,2021-08-09
CUST00715,36,Other,Germany,2021-10-17
CUST00716,56,Male,Ghana,2023-09-28
CUST00717,20,Male,Germany,2021-11-30
CUST00718,62,Male,US,2021-09-26
CUST00719,30,Male,US,2022-04-23
CUST00720,67,Female,US,2023-06-28
CUST00721,45,Male,Ghana,2022-04-14
CUST00722,37,Male,Germany,2023-02-27
CUST00723,45,Female,UK,2022-02-02
CUST00724,25,Male,India,2020-12-23
CUST00725,58,Female,Germany,2021-11-22
CUST00726,56,Male,India,2023-12-02
CUST00727,18,Female,UK,2021-09-13
CUST00728,20,Female,India,2021-04-26
CUST00729,30,Male,UK,2022-09-06
CUST00730,45,Male,US,2023-01-06
CUST00731,66,Male,,2022-09-04
CUST00732,42,Female,US,2023-09-06
CUST00733,50,Male,US,2020-10-16
CUST00734,55,Male,Brazil,2023-08-13
CUST00735,23,Male,UK,2022-01-21
CUST00736,61,Male,India,2024-02-07
CUST00737,62,Female,UK,2020-01-23
CUST00738,49,Female,UK,2022-03-16
CUST00739,62,Male,UK,2020-06-20
CUST00740,64,Male,UK,2022-04-14
CUST00741,38,Female,Ghana,2020-11-13
CUST00742,33,Female,Germany,2022-06-26
CUST00743,38,Male,India,2022-03-08
CUST00744,28,Male,Brazil,2022-09-17
CUST00745,54,Male,US,2022-05-04
CUST00746,53,Female,India,2023-05-01
CUST00747,52,Male,India,2021-11-11
CUST00748,36,Female,Brazil,2022-07-04
CUST00749,37,Female,US,2023-02-15
CUST00750,35,Female,India,2022-10-26
CUST00751,64,Male,Brazil,2022-04-22
CUST00752,58,Male,US,2021-04-27
CUST00753,66,Male,Brazil,2020-05-11
CUST00754,31,Male,US,2023-01-21
CUST00755,32,Female,Germany,2022-05-10
CUST00756,48,Other,Brazil,2020-10-20
CUST00757,18,Female,India,2021-10-02
CUST00758,20,Female,Ghana,2022-09-26
CUST00759,33,Male,US,2021-01-26
CUST00760,40,Male,Brazil,2020-09-05
CUST00761,28,Male,Ghana,2021-12-03
CUST00762,29,Female,US,2023-12-11
CUST00763,27,Female,India,2023-03-12
CUST00764,49,Female,Ghana,2023-06-14
CUST00765,33,Male,US,2020-10-13
CUST00766,25,Male,US,2020-10-03
CUST00767,55,Female,US,2021-01-21
CUST00768,29,Male,India,2023-11-06
CUST00769,41,Female,India,2021-03-25
CUST00770,45,Female,India,2020-10-17
CUST00771,25,Female,Germany,2023-04-07
CUST00772,45,Male,Brazil,2021-03-18
CUST00773,53,Male,India,2021-10-17
CUST00774,43,Male,US,2023-04-22
CUST00775,25,Male,India,2022-12-04
CUST00776,67,Male,Ghana,2022-04-06
CUST00777,45,Female,India,2023-07-15
CUST00778,45,Female,India,2021-04-20
CUST00779,54,Male,UK,2020-09-09
CUST00780,58,Male,Brazil,2023-11-20
CUST00781,53,Male,US,2020-10-15
CUST00782,44,Male,India,2023-05-20
CUST00783,34,Female,US,2022-09-26
CUST00784,26,Male,Brazil,2020-01-21
CUST00785,50,Male,US,2020-11-11
CUST00786,37,Male,US,2021-07-17
CUST00787,30,Female,UK,2024-01-01
CUST00788,45,Female,UK,2023-12-17
CUST00789,65,Male,US,2023-06-10
CUST00790,46,Female,India,2020-05-02
CUST00791,30,Female,Ghana,2022-05-23
CUST00792,63,Female,US,2022-08-17
CUST00793,52,Male,UK,2020-08-01
CUST00794,23,Female,Germany,2022-04-18
CUST00795,35,Female,India,2021-10-08
CUST00796,68,Female,Germany,2022-08-25
CUST00797,22,Female,India,2021-12-30
CUST00798,64,Female,UK,2021-08-22
CUST00799,42,Male,US,2022-03-02
CUST00800,19,Female,UK,2020-02-09
CUST00801,27,Female,Germany,2022-01-21
CUST00802,47,Female,,2023-09-17
CUST00803,67,Male,Ghana,2022-07-31
CUST00804,62,Female,US,2021-10-09
CUST00805,22,Female,US,2020-06-30
CUST00806,50,Male,UK,2020-09-21
CUST00807,18,Female,India,2022-02-09
CUST00808,35,Female,US,2022-05-12
CUST00809,49,Female,Brazil,2021-03-07
CUST00810,64,Male,UK,2023-05-04
CUST00811,66,Male,Brazil,2021-05-23
CUST00812,28,Female,Germany,2021-03-22
CUST00813,38,Male,Germany,2021-06-11
CUST00814,43,Female,India,2023-05-10
CUST00815,42,Female,India,2022-05-24
CUST00816,39,Female,India,2023-03-02
CUST00817,44,Male,India,2023-03-08
CUST00818,66,Female,India,2021-10-30
CUST00819,30,Male,,2022-04-26
CUST00820,50,Male,Germany,2020-03-10
CUST00821,51,Male,Germany,2022-03-26
CUST00822,58,Male,Brazil,2022-11-04
CUST00823,52,Other,US,2023-05-20
CUST00824,18,Other,US,2022-12-19
CUST00825,38,Male,Ghana,2023-06-29
CUST00826,65,Female,India,2021-03-21
CUST00827,23,Male,Germany,2022-10-22
CUST00828,45,Female,Ghana,2023-09-21
CUST00829,34,Female,India,2020-01-19
CUST00830,22,Female,India,2021-07-14
CUST00831,48,Male,US,2023-01-06
CUST00832,22,Female,India,2021-04-16
CUST00833,55,Male,Germany,2020-01-28
CUST00834,20,,US,2021-07-13
CUST00835,40,Male,India,2021-08-30
CUST00836,54,Female,India,2023-04-03
CUST00837,54,Female,US,2021-04-02
CUST00838,27,Female,US,2022-08-02
CUST00839,27,Male,,2023-04-14
CUST00840,36,Female,UK,2022-09-10
CUST00841,34,Male,US,2022-05-17
CUST00842,38,Female,US,2022-10-12
CUST00843,31,Male,India,2020-01-29
CUST00844,26,Male,India,2021-10-30
CUST00845,63,Female,India,2022-04-05
CUST00846,18,Male,US,2022-03-26
CUST00847,68,Male,Brazil,2020-10-05
CUST00848,62,Male,UK,2020-10-09
CUST00849,30,Male,UK,2022-09-29
CUST00850,21,Female,Ghana,2020-10-31
CUST00851,18,Female,UK,2021-11-24
CUST00852,66,Male,Brazil,2020-04-18
CUST00853,57,Male,Brazil,2020-11-19
CUST00854,49,Male,UK,2023-05-14
CUST00855,51,Male,Brazil,2023-06-11
CUST00856,45,Female,Germany,2021-04-02
CUST00857,48,Female,Brazil,2023-04-25
CUST00858,25,Male,US,2021-04-26
CUST00859,56,Male,India,2022-07-10
CUST00860,43,Male,UK,2023-12-01
CUST00861,51,Female,Germany,2021-06-03
CUST00862,20,Other,US,2022-12-12
CUST00863,67,Male,India,2023-11-22
CUST00864,29,Male,UK,2023-05-07
CUST00865,18,Female,UK,2021-01-25
CUST00866,61,Female,India,2022-02-09
CUST00867,22,Male,Brazil,2022-07-01
CUST00868,47,Male,India,2023-04-10
CUST00869,47,Male,Brazil,2020-03-26
CUST00870,34,Female,UK,2021-07-11
CUST00871,65,Male,India,2022-05-07
CUST00872,64,Male,Ghana,2023-04-24
CUST00873,40,Female,US,2023-03-25
CUST00874,32,Male,India,2021-10-27
CUST00875,54,Female,India,2023-02-27
CUST00876,38,Male,India,2022-04-22
CUST00877,31,Male,Germany,2023-01-09
CUST00878,19,Female,India,2023-11-08
CUST00879,28,Male,US,2020-10-21
CUST00880,68,Other,US,2020-09-25
CUST00881,56,Female,India,2021-10-06
CUST00882,55,Male,UK,2021-06-18
CUST00883,51,Female,US,2023-11-02
CUST00884,55,Male,Ghana,2023-10-31
CUST00885,67,Female,India,2020-03-28
CUST00886,51,Male,UK,2022-07-13
CUST00887,35,Female,Germany,2020-04-20
CUST00888,47,Male,India,2021-08-06
CUST00889,32,Male,UK,2023-03-23
CUST00890,44,Female,Germany,2024-01-26
CUST00891,68,Female,India,2022-02-07
CUST00892,51,Male,India,2023-03-25
CUST00893,69,Male,India,2023-09-03
CUST00894,55,Female,US,2020-08-25
CUST00895,50,Female,India,2020-11-29
CUST00896,41,Male,UK,2020-04-15
CUST00897,32,Male,Brazil,2021-01-16
CUST00898,47,Male,Germany,2021-11-19
CUST00899,59,Female,India,2020-09-17
CUST00900,68,Male,UK,2023-08-09
CUST00901,34,Male,US,2023-09-20
CUST00902,22,Female,UK,2021-10-16
CUST00903,46,Male,Ghana,2022-03-30
CUST00904,21,Female,UK,2021-12-09
CUST00905,27,Male,India,2021-04-20
CUST00906,34,Male,US,2023-06-02
CUST00907,27,Male,,2022-06-25
CUST00908,34,Female,US,2021-07-08
CUST00909,37,Male,Brazil,2024-01-17
CUST00910,41,Female,Brazil,2021-10-24
CUST00911,22,Female,India,2023-08-12
CUST00912,51,Female,Germany,2021-07-28
CUST00913,23,Male,Ghana,2021-10-03
CUST00914,19,Male,India,2021-04-07
CUST00915,30,Male,UK,2022-05-04
CUST00916,60,Male,UK,2023-05-22
CUST00917,60,Male,India,2021-08-07
CUST00918,65,Female,Ghana,2022-07-31
CUST00919,28,Male,India,2021-09-07
CUST00920,68,Male,UK,2020-06-06
CUST00921,64,Male,UK,2020-09-28
CUST00922,40,Female,US,2023-06-15
CUST00923,33,Male,US,2023-08-19
CUST00924,48,Female,UK,2021-10-31
CUST00925,28,Male,US,2021-09-12
CUST00926,33,Female,US,2021-06-04
CUST00927,25,Female,Germany,2023-09-06
CUST00928,21,Male,US,2020-02-28
CUST00929,57,Male,India,2023-10-13
CUST00930,21,Male,UK,2021-12-04
CUST00931,42,Male,Brazil,2021-10-09
CUST00932,20,Female,Ghana,2023-06-28
CUST00933,49,Female,UK,2022-06-09
CUST00934,20,Female,India,2021-03-11
CUST00935,44,Female,UK,2020-05-25
CUST00936,46,Male,India,2022-05-08
CUST00937,49,Male,US,2022-09-04
CUST00938,67,Female,,2023-10-07
CUST00939,68,Male,Ghana,2020-09-01
CUST00940,36,Female,UK,2020-10-27
CUST00941,38,Male,Germany,2021-03-13
CUST00942,22,Male,UK,2022-05-17
CUST00943,35,,Germany,2020-04-09
CUST00944,45,Male,Ghana,2021-12-25
CUST00945,59,,Germany,2022-03-24
CUST00946,39,Other,US,2021-04-24
CUST00947,38,Female,Germany,2021-02-18
CUST00948,23,Female,Germany,2020-06-13
CUST00949,18,Female,US,2023-08-18
CUST00950,22,Female,US,2022-08-31
CUST00951,58,Male,UK,2023-02-18
CUST00952,29,Male,,2020-03-28
CUST00953,43,Female,UK,2023-05-25
CUST00954,63,Male,Ghana,2021-07-26
CUST00955,51,Male,US,2022-03-24
CUST00956,66,Male,UK,2020-06-27
CUST00957,31,Female,India,2020-06-11
CUST00958,43,Female,,2021-08-15
CUST00959,62,Male,India,2022-10-02
CUST00960,44,Female,Germany,2023-04-08
CUST00961,26,Female,India,2020-10-27
CUST00962,43,Female,US,2021-01-08
CUST00963,64,Female,UK,2021-12-08
CUST00964,39,Female,India,2020-07-21
CUST00965,64,Male,,2020-02-16
CUST00966,47,Female,Brazil,2021-04-07
CUST00967,60,Male,US,2021-02-11
CUST00968,65,Female,US,2023-05-02
CUST00969,34,,US,2021-03-02
CUST00970,43,Male,Brazil,2022-07-18
CUST00971,53,Male,Brazil,2020-11-12
CUST00972,18,Female,Germany,2021-02-24
CUST00973,25,Male,UK,2023-07-16
CUST00974,66,Female,India,2020-09-19
CUST00975,52,Male,Ghana,2023-12-20
CUST00976,69,Male,UK,2020-06-14
CUST00977,32,Other,India,2021-03-03
CUST00978,64,Female,US,2021-01-31
CUST00979,39,Female,US,2023-05-24
CUST00980,31,Male,Brazil,2022-03-06
CUST00981,43,Female,Germany,2020-04-16
CUST00982,45,Female,Ghana,2020-04-07
CUST00983,40,Female,India,2023-06-07
CUST00984,31,Female,UK,2023-07-04
CUST00985,41,Female,Germany,2020-02-12
CUST00986,19,Male,Germany,2020-08-29
CUST00987,62,Male,Germany,2020-04-04
CUST00988,43,Female,Germany,2020-07-06
CUST00989,31,Male,US,2021-01-19
CUST00990,68,Female,UK,2022-03-29
CUST00991,24,Male,Ghana,2023-11-24
CUST00992,20,Female,UK,2023-04-05
CUST00993,64,Female,Germany,2023-02-22
CUST00994,40,Male,UK,2020-03-27
CUST00995,63,Male,US,2021-05-03
CUST00996,60,Male,UK,2020-08-13
CUST00997,64,Female,,2020-12-10
CUST00998,62,Female,US,2021-06-01
CUST00999,35,Male,India,2022-11-20
CUST01000,55,Female,Ghana,2020-10-22
CUST01001,52,Male,US,2021-02-17
CUST01002,68,Male,Ghana,2020-05-14
CUST01003,32,Female,Germany,2021-06-08
CUST01004,42,Male,India,2022-10-05
CUST01005,54,Male,Brazil,2020-01-04
CUST01006,45,Male,UK,2020-06-26
CUST01007,27,Male,US,2022-01-15
CUST01008,56,Male,Brazil,2020-09-15
CUST01009,34,Male,UK,2021-10-13
CUST01010,56,Female,India,2022-12-24
CUST01011,39,Male,Germany,2023-10-18
CUST01012,43,Female,UK,2022-11-06
CUST01013,61,Male,Germany,2023-05-08
CUST01014,42,Male,US,2021-06-27
CUST01015,34,Female,UK,2023-05-20
CUST01016,30,Other,US,2021-03-10
CUST01017,37,Male,Germany,2023-07-20
CUST01018,42,Female,US,2020-10-16
CUST01019,21,Female,Germany,2022-03-13
CUST01020,27,Female,Brazil,2021-04-27
CUST01021,20,Female,India,2020-08-21
CUST01022,58,Male,India,2021-02-11
CUST01023,62,Male,Ghana,2021-11-24
CUST01024,35,Female,UK,2023-03-15
CUST01025,64,Male,Ghana,2021-07-15
CUST01026,53,Female,India,2021-03-05
CUST01027,64,Male,,2021-03-07
CUST01028,39,Male,Brazil,2021-05-11
CUST01029,51,Female,Brazil,2022-09-09
CUST01030,64,Male,Brazil,2023-01-17
CUST01031,25,Female,Ghana,2022-09-23
CUST01032,57,Female,India,2023-12-05
CUST01033,66,Female,Brazil,2022-06-15
CUST01034,61,Female,UK,2022-04-06
CUST01035,36,Female,,2023-06-18
CUST01036,59,Female,Ghana,2022-02-16
CUST01037,58,Female,India,2020-08-10
CUST01038,54,Male,Germany,2021-04-12
CUST01039,23,Male,,2021-07-22
CUST01040,69,Male,US,2023-09-07
CUST01041,43,Male,Germany,2021-01-09
CUST01042,51,Female,India,2023-02-09
CUST01043,62,Female,UK,2021-06-10
CUST01044,23,Female,Germany,2021-02-15
CUST01045,54,Male,India,2020-09-25
CUST01046,50,Female,India,2021-09-17
CUST01047,39,Male,UK,2023-06-29
CUST01048,38,Female,Ghana,2022-10-08
CUST01049,23,Female,India,2023-10-29
CUST01050,23,Male,Ghana,2021-03-25
CUST01051,65,Male,US,2022-03-12
CUST01052,21,Male,,2023-10-23
CUST01053,47,Female,India,2022-04-01
CUST01054,28,Female,Germany,2020-09-11
CUST01055,47,Female,Ghana,2024-01-26
CUST01056,48,Male,UK,2023-07-15
CUST01057,41,Male,Ghana,2020-05-05
CUST01058,26,Female,Ghana,2023-11-17
CUST01059,20,Female,India,2022-01-31
CUST01060,68,Male,India,2022-03-09
CUST01061,48,Male,Ghana,2023-09-19
CUST01062,57,Female,US,2021-07-18
CUST01063,54,Male,Ghana,2023-10-23
CUST01064,53,Male,US,2021-03-31
CUST01065,41,Male,US,2022-12-26
CUST01066,48,Female,Brazil,2022-12-25
CUST01067,23,Female,India,2022-06-30
CUST01068,19,Female,India,2022-05-11
CUST01069,37,Female,Ghana,2021-09-08
CUST01070,45,Female,Brazil,2021-02-03
CUST01071,28,Male,India,2020-10-13
CUST01072,21,Female,Germany,2020-07-04
CUST01073,32,Male,UK,2020-10-10
CUST01074,23,Female,,2021-10-11
CUST01075,66,Male,Germany,2021-11-21
CUST01076,47,Male,Brazil,2020-08-24
CUST01077,55,Male,US,2022-11-07
CUST01078,68,Male,UK,2022-03-25
CUST01079,19,Male,UK,2022-07-16
CUST01080,32,Male,UK,2021-02-17
CUST01081,28,,Brazil,2020-01-09
CUST01082,25,Male,US,2021-02-23
CUST01083,43,Female,US,2020-01-29
CUST01084,68,Female,UK,2020-12-13
CUST01085,62,,US,2021-10-22
CUST01086,61,Female,US,2021-07-29
CUST01087,22,Female,Germany,2021-03-25
CUST01088,23,Male,India,2021-01-14
CUST01089,43,Male,US,2021-11-29
CUST01090,21,Male,Ghana,2020-12-31
CUST01091,36,Female,Ghana,2023-06-04
CUST01092,37,Female,US,2023-02-15
CUST01093,50,Male,India,2021-02-15
CUST01094,37,Male,Germany,2022-08-08
CUST01095,66,Female,Germany,2020-12-21
CUST01096,29,Male,Germany,2020-09-10
CUST01097,64,Female,US,2021-12-27
CUST01098,18,Female,,2024-01-07
CUST01099,43,Female,Germany,2021-11-11
CUST01100,31,Female,Brazil,2023-01-09
CUST01101,55,Female,US,2022-12-05
CUST01102,54,Female,Brazil,2022-12-08
CUST01103,28,Female,Germany,2024-01-12
CUST01104,53,Female,Germany,2022-03-20
CUST01105,30,Male,US,2023-12-01
CUST01106,60,Male,Germany,2023-07-30
CUST01107,20,Male,,2021-04-17
CUST01108,50,Male,India,2021-02-19
CUST01109,23,Female,India,2022-09-05
CUST01110,67,Female,Brazil,2021-08-22
CUST01111,27,Male,Ghana,2023-02-18
CUST01112,22,Male,India,2022-10-23
CUST01113,40,Other,Ghana,2023-09-01
CUST01114,27,Male,Brazil,2021-04-04
CUST01115,61,Male,US,2023-06-04
CUST01116,19,Female,India,2020-03-19
CUST01117,30,Female,India,2022-02-13
CUST01118,57,Male,Germany,2022-12-30
CUST01119,19,Male,India,2022-06-14
CUST01120,37,Male,Brazil,2023-05-05
CUST01121,18,Female,Brazil,2020-02-27
CUST01122,54,Female,US,2023-12-18
CUST01123,26,Male,Ghana,2024-02-01
CUST01124,34,Female,US,2021-09-15
CUST01125,26,Female,UK,2020-02-17
CUST01126,28,Male,India,2023-12-29
CUST01127,32,Female,Brazil,2023-04-23
CUST01128,41,Female,Germany,2022-04-18
CUST01129,55,Male,US,2020-06-13
CUST01130,52,Male,US,2023-09-16
CUST01131,47,Female,India,2020-11-25
CUST01132,48,Female,India,2023-02-18
CUST01133,66,Female,UK,2020-07-31
CUST01134,22,Female,Brazil,2021-05-21
CUST01135,61,Female,Brazil,2022-07-04
CUST01136,67,Male,Ghana,2022-03-11
CUST01137,31,Female,Brazil,2020-06-16
CUST01138,28,Male,UK,2022-09-21
CUST01139,26,Male,Germany,2022-04-09
CUST01140,51,Female,Ghana,2022-09-22
CUST01141,29,Female,US,2022-09-13
CUST01142,52,Male,Brazil,2022-02-25
CUST01143,52,Female,Ghana,2021-03-02
CUST01144,18,Male,Germany,2023-05-29
CUST01145,57,Male,UK,2022-10-12
CUST01146,39,Male,US,2022-10-30
CUST01147,46,Female,US,2023-02-17
CUST01148,25,Female,Ghana,2023-06-24
CUST01149,28,Male,India,2023-10-15
CUST01150,58,Female,UK,2023-05-29
CUST01151,54,Male,India,2022-02-11
CUST01152,31,Female,India,2022-12-17
CUST01153,47,Male,Germany,2024-01-23
CUST01154,52,Male,Ghana,2023-02-25
CUST01155,38,Female,Brazil,2021-12-17
CUST01156,54,Male,Ghana,2020-03-26
CUST01157,22,Male,Ghana,2020-04-13
CUST01158,36,Female,US,2020-05-22
CUST01159,31,Other,UK,2020-07-23
CUST01160,43,Male,US,2021-10-02
CUST01161,21,Male,India,2022-11-27
CUST01162,42,Male,US,2023-10-18
CUST01163,62,Female,UK,2023-08-25
CUST01164,59,Male,Germany,2022-12-11
CUST01165,42,Female,UK,2020-01-01
CUST01166,35,,US,2020-01-11
CUST01167,57,Male,US,2022-01-16
CUST01168,25,Male,Germany,2023-05-22
CUST01169,56,Male,US,2022-08-13
CUST01170,57,Male,Ghana,2022-01-24
CUST01171,31,Female,India,2021-06-01
CUST01172,49,Male,India,2023-12-09
CUST01173,68,Male,India,2022-10-28
CUST01174,55,Female,Germany,2020-01-05
CUST01175,50,Male,US,2023-10-17
CUST01176,40,Female,UK,2021-11-24
CUST01177,32,Male,UK,2020-04-21
CUST01178,50,Female,US,2022-09-30
CUST01179,42,Female,UK,2020-09-29
CUST01180,34,Female,UK,2021-02-25
CUST01181,50,Female,India,2020-09-21
CUST01182,64,Male,India,2024-01-21
CUST01183,19,Male,UK,2020-07-30
CUST01184,31,Female,Germany,2023-01-06
CUST01185,57,Female,UK,2022-02-20
CUST01186,57,Male,UK,2021-10-27
CUST01187,68,Male,India,2023-05-29
CUST01188,56,Male,US,2021-01-03
CUST01189,68,Male,US,2022-08-15
CUST01190,23,Male,Ghana,2020-12-12
CUST01191,23,Female,Brazil,2020-01-25
CUST01192,20,Male,Germany,2022-09-02
CUST01193,24,Male,US,2023-12-14
CUST01194,68,Female,Germany,2023-10-09
CUST01195,25,Female,Germany,2021-02-20
CUST01196,59,Female,India,2021-05-29
CUST01197,69,Female,Germany,2020-08-02
CUST01198,32,Male,Ghana,2023-02-09
CUST01199,64,Female,US,2022-08-11
CUST01200,46,Female,India,2022-07-02
CUST01201,50,Male,India,2021-03-03
CUST01202,69,Female,India,2022-01-02
CUST01203,47,Female,India,2021-11-29
CUST01204,56,Male,Brazil,2020-08-03
CUST01205,44,Male,Brazil,2021-02-16
CUST01206,53,Male,Brazil,2021-01-14
CUST01207,46,Male,Germany,2020-08-19
CUST01208,55,Male,Brazil,2022-04-14
CUST01209,50,Female,US,2020-09-14
CUST01210,54,Male,UK,2023-07-03
CUST01211,44,Female,Ghana,2021-02-06
CUST01212,50,Female,Germany,2021-02-27
CUST01213,21,Female,India,2022-02-08
CUST01214,39,Female,Germany,2020-03-05
CUST01215,19,Male,US,2020-07-08
CUST01216,27,Male,UK,2022-08-07
CUST01217,22,Female,Germany,2020-06-21
CUST01218,27,Female,US,2022-01-28
CUST01219,50,Female,UK,2021-09-19
CUST01220,55,Male,UK,2021-07-14
CUST01221,30,Female,UK,2023-06-04
CUST01222,48,Male,Germany,2022-09-27
CUST01223,64,Female,UK,2023-11-12
CUST01224,53,Other,India,2021-02-04
CUST01225,62,Male,US,2021-09-29
CUST01226,41,Female,Germany,2022-08-06
CUST01227,69,Male,UK,2020-07-31
CUST01228,32,Male,India,2020-02-22
CUST01229,46,Female,Germany,2021-09-15
CUST01230,25,Female,US,2022-01-21
CUST01231,22,Female,Brazil,2021-10-23
CUST01232,46,Female,India,2020-05-18
CUST01233,64,Female,Ghana,2021-02-21
CUST01234,21,Female,US,2020-05-22
CUST01235,29,Female,Brazil,2021-05-23
CUST01236,62,Male,Germany,2021-10-11
CUST01237,19,,US,2021-04-30
CUST01238,44,Male,UK,2022-09-18
CUST01239,48,Female,Germany,2023-12-31
CUST01240,68,Male,India,2021-06-26
CUST01241,68,Male,Germany,2020-10-19
CUST01242,53,Male,Ghana,2023-07-31
CUST01243,53,Female,Germany,2021-11-01
CUST01244,43,Male,UK,2022-04-17
CUST01245,60,Male,US,2022-11-03
CUST01246,44,Female,India,2021-09-25
CUST01247,22,Female,,2020-09-28
CUST01248,37,Male,UK,2022-11-14
CUST01249,28,Male,Ghana,2020-11-17
CUST01250,27,Male,India,2022-03-16
CUST01251,57,Male,India,2023-01-31
CUST01252,55,Female,Germany,2022-06-01
CUST01253,23,Female,Germany,2022-11-29
CUST01254,25,Female,US,2020-08-22
CUST01255,40,Male,,2022-04-11
CUST01256,64,Female,Germany,2023-01-17
CUST01257,43,Female,Brazil,2023-01-28
CUST01258,63,Female,India,2020-05-23
CUST01259,60,Female,Brazil,2023-01-10
CUST01260,29,Female,US,2021-08-11
CUST01261,43,Female,UK,2020-08-16
CUST01262,30,Male,Brazil,2023-11-19
CUST01263,57,Female,US,2023-05-05
CUST01264,35,Female,US,2020-09-30
CUST01265,42,Female,Germany,2021-08-12
CUST01266,50,Male,Germany,2021-10-14
CUST01267,64,Female,US,2021-08-05
CUST01268,57,Female,Brazil,2022-08-25
CUST01269,60,Male,India,2021-01-06
CUST01270,29,Male,India,2023-01-08
CUST01271,61,Female,Germany,2023-06-12
CUST01272,53,Female,Ghana,2023-08-03
CUST01273,65,Female,US,2022-03-29
CUST01274,21,Male,UK,2021-07-25
CUST01275,22,Female,India,2021-06-28
CUST01276,54,Male,India,2023-12-31
CUST01277,25,Male,Germany,2020-05-06
CUST01278,59,Male,Germany,2022-01-02
CUST01279,66,Male,India,2021-02-20
CUST01280,45,Male,Germany,2021-09-29
CUST01281,48,Male,US,2020-02-10
CUST01282,26,Male,US,2022-02-25
CUST01283,68,Male,Brazil,2024-02-01
CUST01284,46,Female,US,2020-10-23
CUST01285,31,Female,US,2020-02-11
CUST01286,57,Male,India,2021-09-23
CUST01287,58,Female,Ghana,2023-07-26
CUST01288,39,Male,Brazil,2024-01-22
CUST01289,28,Female,UK,2020-02-02
CUST01290,40,Male,US,2023-07-23
CUST01291,18,Male,UK,2021-10-26
CUST01292,63,Female,India,2023-01-18
CUST01293,54,Female,UK,2021-09-07
CUST01294,38,Female,India,2022-08-05
CUST01295,43,Female,Brazil,2020-06-08
CUST01296,63,Female,Brazil,2021-04-02
CUST01297,53,Male,UK,2021-02-02
CUST01298,40,Male,Ghana,2023-01-19
CUST01299,18,Male,India,2021-08-03
CUST01300,68,Male,Brazil,2024-01-29
CUST01301,57,Female,,2020-08-07
CUST01302,32,Female,US,2023-12-13
CUST01303,38,Male,Germany,2021-01-13
CUST01304,64,Female,UK,2022-07-18
CUST01305,26,Female,US,2024-01-10
CUST01306,26,Male,US,2022-08-21
CUST01307,27,Male,Ghana,2023-03-15
CUST01308,69,Male,Ghana,2020-08-20
CUST01309,43,Male,US,2023-10-26
CUST01310,58,Male,India,2022-07-10
CUST01311,52,Female,UK,2020-08-21
CUST01312,69,Male,India,2021-12-26
CUST01313,42,Male,UK,2021-01-01
CUST01314,43,,US,2021-04-25
CUST01315,28,Female,Ghana,2023-10-18
CUST01316,55,Female,US,2021-08-12
CUST01317,19,Male,India,2023-01-23
CUST01318,24,Male,US,2020-08-03
CUST01319,35,Female,India,2021-12-25
CUST01320,44,Male,US,2021-12-12
CUST01321,51,Male,India,2022-09-11
CUST01322,44,Female,Germany,2023-03-04
CUST01323,34,Female,US,2023-01-11
CUST01324,60,Male,Ghana,2021-01-25
CUST01325,61,Female,US,2022-12-06
CUST01326,68,Male,India,2021-01-26
CUST01327,41,Male,UK,2021-12-18
CUST01328,42,Male,India,2021-01-19
CUST01329,24,Male,India,2021-01-15
CUST01330,69,Male,Brazil,2023-01-05
